LNR,RESPONSE
1754,0.05959424499259012
1770,0.02813543409071646
1465,0.002209026282358445
1470,0.005319802265654571
1478,0.01251504289783003
1782,0.003801158378530863
1485,0.011208719826975003
1519,0.004198483698629506
1835,0.009896977175580942
1522,0.015675528719594933
1539,0.006531588377912624
1853,0.00819616383967436
1856,0.001635389974642439
2502,0.0020523967547688257
2182,0.032788787881487744
2191,0.0029916876630705267
2522,0.010845079320760231
2530,0.026720923107013104
2215,0.007781678327407981
2550,0.013155196540081855
2570,0.008703835227591637
2574,0.003935178567599758
2579,0.04125166780217643
2247,0.051576402930930375
2674,0.0052419315382589956
11434,0.001472283181470613
11122,0.03466836134553858
11127,0.011941902895220591
11443,0.05649898578887816
11170,0.006543796034344366
11191,0.004283101700086562
11198,0.016546080767554858
10936,0.006543796034344366
11244,0.007379290076965286
11247,0.010308791233393266
11252,0.005834234535625756
11259,0.006543796034344366
10945,0.0007278261087017514
10951,0.006980062924776881
11271,0.01250226807014891
10963,0.06548682265624776
11282,0.03408093019532264
11291,0.004923327013956075
10980,0.004478818611047276
10994,0.0023119758673507676
10998,0.006543796034344366
11303,0.010755984854964862
11630,0.0006002143055680105
11636,0.0037193289569341518
11949,0.015431200087092815
11950,0.014002392724047127
11956,0.06870850508536477
11648,0.006543796034344366
11653,0.026963809817528023
11967,0.005760155865853588
11972,0.003434274077070398
11975,0.0027910727637670534
12110,0.003389306759450601
12113,0.009972820811458427
11712,0.006297985473911326
11716,0.006543796034344366
12000,0.00495270706761376
11722,0.029999691196972846
12023,0.006543796034344366
12046,0.014326478852651906
11762,0.006543796034344366
12071,0.0011041117698602596
12077,0.013324380500387024
11785,0.013188975405158902
11788,0.006277745905465774
11790,0.002217026068309431
11800,0.012684872866236627
11806,0.0010099020772489733
11816,0.0011140346879574311
11505,0.006779048253977394
11837,0.006131650224875723
11531,0.04435206327106118
11848,0.005632310506846963
11854,0.005419103891716439
11877,0.003790038238652167
11563,0.005168574100363139
11567,0.005513565856348765
11894,0.00409663567957741
11906,0.010081915231194755
11917,0.006543796034344366
11610,0.006543796034344366
11923,0.018319059874085653
12596,0.005124376601423613
12603,0.00410395255292091
12608,0.039360900015672856
12633,0.002995552291693769
12637,0.005798896911498675
21484,0.006543796034344366
21184,0.003919671944567755
21247,0.00926778967064262
20991,0.006468353228482975
21018,0.00817596237334825
21019,0.0378930452361324
21047,0.0011823158788237312
21054,0.0023594338383728227
21374,0.018147857372367016
21392,0.007925755665641451
21713,0.001399677179828881
22019,0.0023277720010733377
22025,0.026418910476239427
21722,0.012613884036909951
21728,0.0017991535968505607
22039,0.006543796034344366
22044,0.010596534112120724
61900,0.02107414089821302
62548,0.008114204250945754
63176,0.003149521833271906
64473,0.03157475064796211
64779,0.07265861798239097
64780,0.0031122711571565207
64784,0.007286796189359649
65105,0.006543796034344366
65431,0.02334986942201525
65433,0.027949287721395582
66055,0.0011216978598252742
66071,0.006543796034344366
61280,0.010370990631057415
61281,0.006433938708615063
61284,0.0021935871750203033
61597,0.004923276930569402
61606,0.000747636823331847
62235,0.03601282262801078
62240,0.007306221740922436
62241,0.000448611552196464
62555,0.0248464479365378
62557,0.004989350654178341
62565,0.00040098448139930893
62566,0.05940680217936819
63515,0.012136680049059694
63524,0.011097754371784077
64797,0.037861981270889855
65116,0.006543796034344366
75249,0.006649848235285555
75253,0.03515198414893643
75575,0.006543796034344366
76212,0.0036488091657964007
71422,0.006010301946544171
72059,0.00352276703670754
72060,0.017104896200600305
72383,0.003868858711213035
72386,0.009837281218492087
72700,0.023247980894816275
72715,0.0010823429188642794
73028,0.007563758512405176
73346,0.00783708737161879
73658,0.007801730703836406
73662,0.0362171699755588
73666,0.006716206338687928
73668,0.006086620349370778
73985,0.022658973509979776
74299,0.0018087104505515763
74310,0.005030470080928459
74312,0.056250597653434535
74619,0.01757289590850002
74620,0.0019322766079755787
74627,0.0023090175114932714
74938,0.004835199405497846
74952,0.00730279232538779
75911,0.014819648894429223
75913,0.0010903179255753615
76221,0.002425155571764228
76227,0.02052359912544425
71448,0.0021249346786639516
15887,0.007913181055583321
15498,0.026942719255255848
15504,0.02815700847965955
15507,0.005692583844295709
15521,0.0031515707518156256
24403,0.005808471652816632
24100,0.013242268789920955
24436,0.008118423623356586
24440,0.0019647961700485373
24442,0.006543796034344366
24148,0.03787372247847351
24149,0.013681097698966577
24155,0.001102390768996489
24458,0.0006523866641068627
24169,0.017843333718741746
24477,0.028289922817417327
24479,0.0030317524266720306
24486,0.004520923489832007
24190,0.027579242900772637
24515,0.00513306189808752
24214,0.008809571457526798
25183,0.006543796034344366
25207,0.003522984374441652
24889,0.028418847848705544
24890,0.011867738465503161
25226,0.004848025030824262
25232,0.006858004771386033
25244,0.010415299638395074
25339,0.007522583061246285
25355,0.017075164491098055
24958,0.005036145086772529
25277,0.030298565417754768
25286,0.025076249909642623
24988,0.006543796034344366
25298,0.005004056540454521
25309,0.023173611733319024
25315,0.0024942750164522205
25014,0.006543796034344366
25322,0.00132004546933053
25333,0.01388751232446161
25025,0.004523318105174476
24726,0.011052567510658529
24735,0.006543796034344366
25055,0.013774981632182463
25056,0.016829702985318398
24746,0.012576512859222599
25061,0.006349250176590513
25067,0.004203278210231458
25074,0.00737033956445027
24773,0.0040208518416140855
25080,0.006543796034344366
25086,0.01525417282024318
25088,0.0018037349675419372
24777,0.0009756770703350712
24796,0.009254475288154717
25104,0.004953551209649341
24806,0.0028392445887944653
25118,0.014929654129032192
24822,0.006543796034344366
82811,0.033691421735699126
83449,0.042636046991741804
83459,0.006543796034344366
83770,0.006543796034344366
84091,0.0013502677164250489
84096,0.006110605338589354
84737,0.006983739753415588
85048,0.006543796034344366
85049,0.025143142341454792
85051,0.011264873776737919
85369,0.001292818562411604
85374,0.006761213792351888
85380,0.0017615014395196687
82190,0.0005562127794324863
82505,0.006856285692047029
82515,0.0027184906040036653
82517,0.013192877731372683
82821,0.0053031526753949286
83140,0.006514951917567629
788,0.0028309036101633505
1102,0.0013873632546528175
1109,0.008564516059960831
821,0.0021674251618251936
829,0.03090435529867172
837,0.02665615396108728
845,0.0071070414797392185
1163,0.015602959575189583
861,0.006543796034344366
899,0.02445130788627583
1207,0.04409352273427119
906,0.003633701745843951
1221,0.06415392616450635
1545,0.010774633849160166
1546,0.017225821220791183
1555,0.008746934794477256
1556,0.02901180667037782
1879,0.0021595080540670886
1885,0.024647484657241096
1593,0.0044635204029264495
1902,0.017945788323796133
1611,0.0020833804898259334
1921,0.000996951819056943
1927,0.025129942676503966
1651,0.0059150746249054705
1978,0.019135182889582665
1718,0.02488625768159739
1722,0.005609568255569833
1734,0.0009162456884976589
41705,0.043070683351210975
41711,0.006543796034344366
41712,0.003191001480350977
42029,0.012875920050100948
42347,0.003795383136579251
42352,0.03145196829835885
42353,0.001831366021622269
42671,0.0030990742490157063
42987,0.004123774526395464
43310,0.0062055445756944
43627,0.009220184210873273
43629,0.016446159224281946
43945,0.004152109953240774
43953,0.0030791402222341666
43954,0.028249039324519803
43961,0.013804406597138356
44280,0.006617042342542746
44917,0.0074052854823342075
44924,0.00999545257705762
44927,0.020636065137774533
45244,0.0035662681181984268
45570,0.011496394740890129
45584,0.00957733228369362
41721,0.007029176916391483
41739,0.006543796034344366
42054,0.01181100158926768
42369,0.002635992968075521
42689,0.009475328851852064
43019,0.0013349644802403472
43331,0.04290555634859308
51328,0.015232610858118497
51644,0.015305653119273451
51653,0.0377888492184162
51969,0.01887612545402215
52308,0.030429082867163906
52310,0.011916085485437846
52626,0.07825961242868812
52638,0.0006674356017102219
52940,0.004507120499176419
52954,0.03655903907344071
55194,0.005525494581154562
55196,0.02703898626301146
55526,0.006543796034344366
55847,0.0035543860617651118
55848,0.006543796034344366
51024,0.006543796034344366
51031,0.00851262514763407
51342,0.031197152480517135
51348,0.011406273196221176
51666,0.01994478193899988
51674,0.0016780203281629093
51680,0.04562203048989503
52331,0.00648983019598895
53302,0.006543796034344366
82163,0.02432659315963102
82481,0.04392368212166383
82498,0.0034912321825565475
55852,0.006543796034344366
55858,0.010546647792059308
55859,0.0052131821203244616
51037,0.006543796034344366
51039,0.0024206161740348694
51683,0.009093015409127318
51685,0.006075286870102501
51695,0.007321854897942946
51702,0.009526792120161217
52343,0.005515480878714447
52353,0.006543796034344366
53314,0.006543796034344366
53322,0.00490237845883895
53950,0.022183448890920922
54597,0.026946695026532585
54925,0.0007182276123798402
55245,0.014586414258243138
55558,0.006278193943450519
55882,0.007203864177058542
51384,0.006819875339621535
51703,0.03423290030189077
51706,0.014322559322772349
51711,0.047981694127368586
52041,0.003758911907641573
52047,0.014704396994878247
52369,0.005117458306998362
52689,0.00484147822294057
53331,0.005111986039847586
53341,0.00020998135008597375
63455,0.022540485678926574
63780,0.003592475361481467
63783,0.006543796034344366
64096,0.009091908487585303
64104,0.003200976931677098
64109,0.03454477038797128
64422,0.00827690236008401
65391,0.006543796034344366
65705,0.000385054261707566
65709,0.004770306491203829
61568,0.005985560954305859
62203,0.010063515296728193
62850,0.014954119208740508
62851,0.010492453094799058
63164,0.003311337489541494
63491,0.006064095409765742
63796,0.007833728708898407
63799,0.016637065422039406
63802,0.02064398739049837
63812,0.006341795533535179
64127,0.007622145370076299
64449,0.005046209866935927
64771,0.019300624919846195
65082,0.006543796034344366
65399,0.008403006446415846
66039,0.006543796034344366
66048,0.003983041018029699
71758,0.025353377901658654
72077,0.006543796034344366
72087,0.006543796034344366
72405,0.010404041874098872
72723,0.004823245048007717
72735,0.019025500545285314
73046,0.005848113518271633
73682,0.0021499031092689193
73694,0.002959611575894755
73696,0.0217506827766863
74317,0.013480748980267623
74974,0.013065608421766232
75286,0.005030726671232265
75605,0.0040145340939615306
75612,0.006543796034344366
75929,0.004217935463033982
76239,0.01646115086971418
71471,0.004427364061777057
71776,0.0009020085282463829
71779,0.006543796034344366
72112,0.003570377810107744
72417,0.008786095640671671
72420,0.012306612818448543
72425,0.01069019728629092
73073,0.0014611570892355877
73393,0.005530611457825544
73714,0.015247211116462142
74337,0.0465679396366976
74347,0.004345480052152043
74354,0.016870494898761742
74666,0.010137935429268352
74667,0.006543796034344366
74990,0.020641248410252947
75949,0.011919019261523243
75952,0.006257483047146008
71486,0.05100905499084509
